date,product_id,product_name,category,category_encoded,price,stock_purchased,quantity_sold,stock_wasted,stock_remaining,promotion_active,day_of_week,month,quarter,is_weekend,is_holiday,holiday_impact,temperature,humidity,precipitation,weather_condition,store_id
2024-07-02,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,103,72,2,29,False,1,7,3,False,False,0,21.4,88,6.4,Cloudy,STORE_001
2024-07-02,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,91,62,0,29,False,1,7,3,False,False,0,21.4,88,6.4,Cloudy,STORE_001
2024-07-02,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,53,42,0,11,False,1,7,3,False,False,0,21.4,88,6.4,Cloudy,STORE_001
2024-07-02,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,32,21,0,11,False,1,7,3,False,False,0,21.4,88,6.4,Cloudy,STORE_001
2024-07-03,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,148,106,2,40,False,2,7,3,False,False,0,24.5,92,4.8,Clear,STORE_001
2024-07-03,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,105,79,2,24,False,2,7,3,False,False,0,24.5,92,4.8,Clear,STORE_001
2024-07-03,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,105,72,2,31,False,2,7,3,False,False,0,24.5,92,4.8,Clear,STORE_001
2024-07-03,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,66,43,1,22,False,2,7,3,False,False,0,24.5,92,4.8,Clear,STORE_001
2024-07-03,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,32,26,0,6,False,2,7,3,False,False,0,24.5,92,4.8,Clear,STORE_001
2024-07-04,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,91,78,0,13,False,3,7,3,False,False,0,26.0,95,0.1,Rainy,STORE_001
2024-07-04,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,125,83,3,39,True,3,7,3,False,False,0,26.0,95,0.1,Rainy,STORE_001
2024-07-04,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,164,67,7,90,False,3,7,3,False,False,0,26.0,95,0.1,Rainy,STORE_001
2024-07-04,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,82,55,0,27,True,3,7,3,False,False,0,26.0,95,0.1,Rainy,STORE_001
2024-07-04,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,44,28,0,16,False,3,7,3,False,False,0,26.0,95,0.1,Rainy,STORE_001
2024-07-05,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,138,108,1,29,False,4,7,3,False,False,0,26.8,72,4.0,Cloudy,STORE_001
2024-07-05,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,94,61,3,30,False,4,7,3,False,False,0,26.8,72,4.0,Cloudy,STORE_001
2024-07-05,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,81,59,1,21,False,4,7,3,False,False,0,26.8,72,4.0,Cloudy,STORE_001
2024-07-05,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,70,50,0,20,False,4,7,3,False,False,0,26.8,72,4.0,Cloudy,STORE_001
2024-07-05,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,28,22,0,6,False,4,7,3,False,False,0,26.8,72,4.0,Cloudy,STORE_001
2024-07-06,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,159,112,4,43,False,5,7,3,True,False,0,25.8,81,9.6,Cloudy,STORE_001
2024-07-06,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,108,80,2,26,False,5,7,3,True,False,0,25.8,81,9.6,Cloudy,STORE_001
2024-07-06,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,92,71,0,21,False,5,7,3,True,False,0,25.8,81,9.6,Cloudy,STORE_001
2024-07-06,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,54,41,0,13,False,5,7,3,True,False,0,25.8,81,9.6,Cloudy,STORE_001
2024-07-06,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,41,31,0,10,False,5,7,3,True,False,0,25.8,81,9.6,Cloudy,STORE_001
2024-07-07,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,207,129,5,73,False,6,7,3,True,False,0,24.9,77,0.3,Cloudy,STORE_001
2024-07-07,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,145,87,4,54,False,6,7,3,True,False,0,24.9,77,0.3,Cloudy,STORE_001
2024-07-07,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,122,85,2,35,True,6,7,3,True,False,0,24.9,77,0.3,Cloudy,STORE_001
2024-07-07,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,76,55,1,20,False,6,7,3,True,False,0,24.9,77,0.3,Cloudy,STORE_001
2024-07-07,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,43,36,0,7,True,6,7,3,True,False,0,24.9,77,0.3,Cloudy,STORE_001
2024-07-08,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,196,108,5,83,False,0,7,3,False,False,0,28.1,88,0.6,Clear,STORE_001
2024-07-08,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,91,63,2,26,False,0,7,3,False,False,0,28.1,88,0.6,Clear,STORE_001
2024-07-08,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,81,57,0,24,True,0,7,3,False,False,0,28.1,88,0.6,Clear,STORE_001
2024-07-08,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,61,49,0,12,False,0,7,3,False,False,0,28.1,88,0.6,Clear,STORE_001
2024-07-08,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,52,39,0,13,False,0,7,3,False,False,0,28.1,88,0.6,Clear,STORE_001
2024-07-09,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,134,93,2,39,False,1,7,3,False,False,0,25.5,87,0.3,Rainy,STORE_001
2024-07-09,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,72,60,1,11,False,1,7,3,False,False,0,25.5,87,0.3,Rainy,STORE_001
2024-07-09,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,98,67,2,29,True,1,7,3,False,False,0,25.5,87,0.3,Rainy,STORE_001
2024-07-09,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,80,59,0,21,True,1,7,3,False,False,0,25.5,87,0.3,Rainy,STORE_001
2024-07-09,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,46,35,0,11,False,1,7,3,False,False,0,25.5,87,0.3,Rainy,STORE_001
2024-07-10,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,107,73,3,31,False,2,7,3,False,False,0,26.3,88,1.0,Clear,STORE_001
2024-07-10,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,100,68,2,30,False,2,7,3,False,False,0,26.3,88,1.0,Clear,STORE_001
2024-07-10,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,92,61,0,31,False,2,7,3,False,False,0,26.3,88,1.0,Clear,STORE_001
2024-07-10,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,49,35,0,14,False,2,7,3,False,False,0,26.3,88,1.0,Clear,STORE_001
2024-07-10,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,43,29,0,14,False,2,7,3,False,False,0,26.3,88,1.0,Clear,STORE_001
2024-07-11,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,147,108,3,36,False,3,7,3,False,False,0,20.0,81,1.7,Rainy,STORE_001
2024-07-11,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,186,81,9,96,False,3,7,3,False,False,0,20.0,81,1.7,Rainy,STORE_001
2024-07-11,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,80,51,1,28,False,3,7,3,False,False,0,20.0,81,1.7,Rainy,STORE_001
2024-07-11,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,73,47,0,26,True,3,7,3,False,False,0,20.0,81,1.7,Rainy,STORE_001
2024-07-11,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,64,29,1,34,False,3,7,3,False,False,0,20.0,81,1.7,Rainy,STORE_001
2024-07-12,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,106,73,2,31,False,4,7,3,False,False,0,29.7,72,7.1,Rainy,STORE_001
2024-07-12,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,65,49,1,15,False,4,7,3,False,False,0,29.7,72,7.1,Rainy,STORE_001
2024-07-12,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,63,42,0,21,False,4,7,3,False,False,0,29.7,72,7.1,Rainy,STORE_001
2024-07-12,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,39,27,0,12,False,4,7,3,False,False,0,29.7,72,7.1,Rainy,STORE_001
2024-07-12,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,36,26,0,10,False,4,7,3,False,False,0,29.7,72,7.1,Rainy,STORE_001
2024-07-13,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,142,98,3,41,False,5,7,3,True,False,0,24.5,87,0.5,Rainy,STORE_001
2024-07-13,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,148,98,3,47,False,5,7,3,True,False,0,24.5,87,0.5,Rainy,STORE_001
2024-07-13,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,76,48,1,27,False,5,7,3,True,False,0,24.5,87,0.5,Rainy,STORE_001
2024-07-13,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,73,49,1,23,False,5,7,3,True,False,0,24.5,87,0.5,Rainy,STORE_001
2024-07-13,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,64,48,0,16,True,5,7,3,True,False,0,24.5,87,0.5,Rainy,STORE_001
2024-07-14,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,205,147,5,53,False,6,7,3,True,False,0,31.4,83,0.3,Rainy,STORE_001
2024-07-14,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,118,93,1,24,False,6,7,3,True,False,0,31.4,83,0.3,Rainy,STORE_001
2024-07-14,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,84,65,1,18,False,6,7,3,True,False,0,31.4,83,0.3,Rainy,STORE_001
2024-07-14,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,106,66,2,38,True,6,7,3,True,False,0,31.4,83,0.3,Rainy,STORE_001
2024-07-14,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,47,29,0,18,False,6,7,3,True,False,0,31.4,83,0.3,Rainy,STORE_001
2024-07-15,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,180,123,5,52,True,0,7,3,False,False,0,31.7,89,0.1,Cloudy,STORE_001
2024-07-15,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,65,42,1,22,False,0,7,3,False,False,0,31.7,89,0.1,Cloudy,STORE_001
2024-07-15,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,92,61,1,30,False,0,7,3,False,False,0,31.7,89,0.1,Cloudy,STORE_001
2024-07-15,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,58,49,0,9,False,0,7,3,False,False,0,31.7,89,0.1,Cloudy,STORE_001
2024-07-15,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,48,34,0,14,True,0,7,3,False,False,0,31.7,89,0.1,Cloudy,STORE_001
2024-07-16,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,184,135,2,47,False,1,7,3,False,False,0,30.2,80,1.2,Rainy,STORE_001
2024-07-16,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,212,74,12,126,False,1,7,3,False,False,0,30.2,80,1.2,Rainy,STORE_001
2024-07-16,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,148,73,4,71,True,1,7,3,False,False,0,30.2,80,1.2,Rainy,STORE_001
2024-07-16,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,87,47,2,38,False,1,7,3,False,False,0,30.2,80,1.2,Rainy,STORE_001
2024-07-16,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,50,31,0,19,False,1,7,3,False,False,0,30.2,80,1.2,Rainy,STORE_001
2024-07-17,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,147,121,2,24,False,2,7,3,False,False,0,29.0,92,0.3,Clear,STORE_001
2024-07-17,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,82,54,1,27,False,2,7,3,False,False,0,29.0,92,0.3,Clear,STORE_001
2024-07-17,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,62,47,1,14,False,2,7,3,False,False,0,29.0,92,0.3,Clear,STORE_001
2024-07-17,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,57,35,1,21,False,2,7,3,False,False,0,29.0,92,0.3,Clear,STORE_001
2024-07-17,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,44,33,0,11,False,2,7,3,False,False,0,29.0,92,0.3,Clear,STORE_001
2024-07-18,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,215,112,8,95,False,3,7,3,False,False,0,28.2,68,2.2,Rainy,STORE_001
2024-07-18,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,106,73,1,32,False,3,7,3,False,False,0,28.2,68,2.2,Rainy,STORE_001
2024-07-18,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,79,65,0,14,True,3,7,3,False,False,0,28.2,68,2.2,Rainy,STORE_001
2024-07-18,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,92,41,2,49,False,3,7,3,False,False,0,28.2,68,2.2,Rainy,STORE_001
2024-07-18,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,50,39,0,11,False,3,7,3,False,False,0,28.2,68,2.2,Rainy,STORE_001
2024-07-19,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,252,130,11,111,False,4,7,3,False,False,0,31.7,78,4.3,Cloudy,STORE_001
2024-07-19,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,96,78,1,17,False,4,7,3,False,False,0,31.7,78,4.3,Cloudy,STORE_001
2024-07-19,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,97,62,2,33,False,4,7,3,False,False,0,31.7,78,4.3,Cloudy,STORE_001
2024-07-19,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,41,32,0,9,False,4,7,3,False,False,0,31.7,78,4.3,Cloudy,STORE_001
2024-07-19,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,49,32,0,17,False,4,7,3,False,False,0,31.7,78,4.3,Cloudy,STORE_001
2024-07-20,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,136,99,1,36,False,5,7,3,True,False,0,28.3,81,1.5,Rainy,STORE_001
2024-07-20,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,138,90,2,46,False,5,7,3,True,False,0,28.3,81,1.5,Rainy,STORE_001
2024-07-20,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,83,70,0,13,False,5,7,3,True,False,0,28.3,81,1.5,Rainy,STORE_001
2024-07-20,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,71,53,0,18,False,5,7,3,True,False,0,28.3,81,1.5,Rainy,STORE_001
2024-07-20,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,43,32,0,11,False,5,7,3,True,False,0,28.3,81,1.5,Rainy,STORE_001
2024-07-21,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,215,143,5,67,False,6,7,3,True,False,0,28.9,76,0.3,Rainy,STORE_001
2024-07-21,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,126,83,2,41,False,6,7,3,True,False,0,28.9,76,0.3,Rainy,STORE_001
2024-07-21,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,127,93,0,34,False,6,7,3,True,False,0,28.9,76,0.3,Rainy,STORE_001
2024-07-21,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,80,53,1,26,False,6,7,3,True,False,0,28.9,76,0.3,Rainy,STORE_001
2024-07-21,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,63,43,1,19,True,6,7,3,True,False,0,28.9,76,0.3,Rainy,STORE_001
2024-07-22,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,200,123,4,73,True,0,7,3,False,False,0,29.7,70,2.1,Cloudy,STORE_001
2024-07-22,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,183,90,7,86,True,0,7,3,False,False,0,29.7,70,2.1,Cloudy,STORE_001
2024-07-22,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,87,66,1,20,False,0,7,3,False,False,0,29.7,70,2.1,Cloudy,STORE_001
2024-07-22,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,45,33,0,12,False,0,7,3,False,False,0,29.7,70,2.1,Cloudy,STORE_001
2024-07-22,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,30,20,0,10,False,0,7,3,False,False,0,29.7,70,2.1,Cloudy,STORE_001
2024-07-23,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,129,84,3,42,False,1,7,3,False,False,0,21.6,81,0.3,Rainy,STORE_001
2024-07-23,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,125,86,1,38,False,1,7,3,False,False,0,21.6,81,0.3,Rainy,STORE_001
2024-07-23,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,89,65,1,23,False,1,7,3,False,False,0,21.6,81,0.3,Rainy,STORE_001
2024-07-23,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,58,42,0,16,False,1,7,3,False,False,0,21.6,81,0.3,Rainy,STORE_001
2024-07-23,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,43,27,0,16,True,1,7,3,False,False,0,21.6,81,0.3,Rainy,STORE_001
2024-07-24,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,218,114,5,99,False,2,7,3,False,False,0,31.1,85,2.1,Rainy,STORE_001
2024-07-24,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,88,61,2,25,False,2,7,3,False,False,0,31.1,85,2.1,Rainy,STORE_001
2024-07-24,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,64,47,0,17,False,2,7,3,False,False,0,31.1,85,2.1,Rainy,STORE_001
2024-07-24,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,55,44,0,11,False,2,7,3,False,False,0,31.1,85,2.1,Rainy,STORE_001
2024-07-24,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,42,32,0,10,False,2,7,3,False,False,0,31.1,85,2.1,Rainy,STORE_001
2024-07-25,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,112,89,1,22,False,3,7,3,False,False,0,26.1,94,0.1,Rainy,STORE_001
2024-07-25,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,143,97,4,42,True,3,7,3,False,False,0,26.1,94,0.1,Rainy,STORE_001
2024-07-25,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,90,60,0,30,False,3,7,3,False,False,0,26.1,94,0.1,Rainy,STORE_001
2024-07-25,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,64,45,0,19,False,3,7,3,False,False,0,26.1,94,0.1,Rainy,STORE_001
2024-07-25,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,34,25,0,9,False,3,7,3,False,False,0,26.1,94,0.1,Rainy,STORE_001
2024-07-26,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,228,98,10,120,False,4,7,3,False,False,0,25.7,78,1.5,Cloudy,STORE_001
2024-07-26,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,106,70,4,32,False,4,7,3,False,False,0,25.7,78,1.5,Cloudy,STORE_001
2024-07-26,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,69,55,0,14,False,4,7,3,False,False,0,25.7,78,1.5,Cloudy,STORE_001
2024-07-26,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,54,36,1,17,False,4,7,3,False,False,0,25.7,78,1.5,Cloudy,STORE_001
2024-07-26,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,36,27,0,9,False,4,7,3,False,False,0,25.7,78,1.5,Cloudy,STORE_001
2024-07-27,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,186,150,4,32,False,5,7,3,True,False,0,24.0,75,0.2,Rainy,STORE_001
2024-07-27,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,123,87,1,35,False,5,7,3,True,False,0,24.0,75,0.2,Rainy,STORE_001
2024-07-27,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,130,103,1,26,False,5,7,3,True,False,0,24.0,75,0.2,Rainy,STORE_001
2024-07-27,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,65,47,1,17,False,5,7,3,True,False,0,24.0,75,0.2,Rainy,STORE_001
2024-07-27,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,40,28,0,12,False,5,7,3,True,False,0,24.0,75,0.2,Rainy,STORE_001
2024-07-28,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,193,160,3,30,False,6,7,3,True,False,0,25.1,79,0.6,Rainy,STORE_001
2024-07-28,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,109,79,1,29,False,6,7,3,True,False,0,25.1,79,0.6,Rainy,STORE_001
2024-07-28,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,156,124,2,30,True,6,7,3,True,False,0,25.1,79,0.6,Rainy,STORE_001
2024-07-28,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,62,45,0,17,False,6,7,3,True,False,0,25.1,79,0.6,Rainy,STORE_001
2024-07-28,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,43,30,0,13,False,6,7,3,True,False,0,25.1,79,0.6,Rainy,STORE_001
2024-07-29,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,149,114,2,33,False,0,7,3,False,False,0,24.6,65,1.1,Rainy,STORE_001
2024-07-29,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,97,70,2,25,False,0,7,3,False,False,0,24.6,65,1.1,Rainy,STORE_001
2024-07-29,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,118,80,0,38,False,0,7,3,False,False,0,24.6,65,1.1,Rainy,STORE_001
2024-07-29,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,44,34,0,10,False,0,7,3,False,False,0,24.6,65,1.1,Rainy,STORE_001
2024-07-29,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,32,24,0,8,False,0,7,3,False,False,0,24.6,65,1.1,Rainy,STORE_001
2024-07-30,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,176,127,4,45,False,1,7,3,False,False,0,28.8,75,0.7,Rainy,STORE_001
2024-07-30,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,111,76,1,34,False,1,7,3,False,False,0,28.8,75,0.7,Rainy,STORE_001
2024-07-30,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,80,50,0,30,False,1,7,3,False,False,0,28.8,75,0.7,Rainy,STORE_001
2024-07-30,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,75,35,1,39,False,1,7,3,False,False,0,28.8,75,0.7,Rainy,STORE_001
2024-07-30,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,49,32,1,16,False,1,7,3,False,False,0,28.8,75,0.7,Rainy,STORE_001
2024-07-31,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,122,83,3,36,False,2,7,3,False,False,0,24.8,90,1.0,Rainy,STORE_001
2024-07-31,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,64,42,2,20,False,2,7,3,False,False,0,24.8,90,1.0,Rainy,STORE_001
2024-07-31,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,106,61,1,44,False,2,7,3,False,False,0,24.8,90,1.0,Rainy,STORE_001
2024-07-31,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,46,33,0,13,False,2,7,3,False,False,0,24.8,90,1.0,Rainy,STORE_001
2024-07-31,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,44,30,0,14,False,2,7,3,False,False,0,24.8,90,1.0,Rainy,STORE_001
2024-08-01,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,118,84,2,32,False,3,8,3,False,False,0,25.7,95,0.4,Rainy,STORE_001
2024-08-01,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,117,94,2,21,True,3,8,3,False,False,0,25.7,95,0.4,Rainy,STORE_001
2024-08-01,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,82,56,0,26,False,3,8,3,False,False,0,25.7,95,0.4,Rainy,STORE_001
2024-08-01,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,53,40,0,13,False,3,8,3,False,False,0,25.7,95,0.4,Rainy,STORE_001
2024-08-01,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,40,31,0,9,False,3,8,3,False,False,0,25.7,95,0.4,Rainy,STORE_001
2024-08-02,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,147,117,2,28,False,4,8,3,False,False,0,32.6,82,0.2,Cloudy,STORE_001
2024-08-02,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,128,89,4,35,False,4,8,3,False,False,0,32.6,82,0.2,Cloudy,STORE_001
2024-08-02,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,74,52,1,21,False,4,8,3,False,False,0,32.6,82,0.2,Cloudy,STORE_001
2024-08-02,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,70,57,0,13,False,4,8,3,False,False,0,32.6,82,0.2,Cloudy,STORE_001
2024-08-02,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,52,33,0,19,False,4,8,3,False,False,0,32.6,82,0.2,Cloudy,STORE_001
2024-08-03,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,236,203,2,31,False,5,8,3,True,False,0,20.7,90,1.4,Rainy,STORE_001
2024-08-03,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,181,100,4,77,False,5,8,3,True,False,0,20.7,90,1.4,Rainy,STORE_001
2024-08-03,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,139,95,2,42,False,5,8,3,True,False,0,20.7,90,1.4,Rainy,STORE_001
2024-08-03,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,100,72,0,28,True,5,8,3,True,False,0,20.7,90,1.4,Rainy,STORE_001
2024-08-03,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,55,41,0,14,False,5,8,3,True,False,0,20.7,90,1.4,Rainy,STORE_001
2024-08-04,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,219,135,5,79,False,6,8,3,True,False,0,20.0,83,0.5,Rainy,STORE_001
2024-08-04,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,133,99,3,31,False,6,8,3,True,False,0,20.0,83,0.5,Rainy,STORE_001
2024-08-04,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,132,91,1,40,False,6,8,3,True,False,0,20.0,83,0.5,Rainy,STORE_001
2024-08-04,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,95,71,1,23,False,6,8,3,True,False,0,20.0,83,0.5,Rainy,STORE_001
2024-08-04,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,60,40,0,20,False,6,8,3,True,False,0,20.0,83,0.5,Rainy,STORE_001
